Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
no checking account,0.16176470588235292,existing credits paid back duly till now,car (used),0.15291075162319798,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.25000000000000006,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.029411764705882346,existing credits paid back duly till now,furniture/equipment,0.00979421151094971,... < 100 DM,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,0.0,building society savings agreement/ life insurance,0.5357142857142858,bank,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,car (new),0.03994717728623308,... < 100 DM,< 1 year,0.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.07142857142857145,none,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,business,0.03251898316275999,100 <= ... < 500 DM,4 <= ... < 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,real estate,0.07142857142857145,none,rent,0.0,unskilled - resident,0.0,none,yes
no checking account,0.38235294117647056,critical account/ other credits existing (not at this bank),radio/television,0.3037856278199626,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.10714285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,delay in paying off in the past,repairs,0.07180587652690656,>= 1000 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.6428571428571428,none,for free,0.3333333333333333,skilled employee / official,1.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.05694948827996038,unknown/ no savings account,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,unknown / no property,0.23214285714285715,none,rent,0.0,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.029411764705882346,critical account/ other credits existing (not at this bank),car (new),0.05771981952239463,... < 100 DM,1 <= ... < 4 years,0.0,male : single,none,0.0,real estate,0.9821428571428572,none,own,0.6666666666666667,unemployed/ unskilled - non-resident,1.0,none,no
... >= 200 DM / salary assignments for at least 1 year,0.16176470588235292,critical account/ other credits existing (not at this bank),radio/television,0.05617915703752613,unknown/ no savings account,1 <= ... < 4 years,0.6666666666666667,male : single,none,1.0,unknown / no property,0.35714285714285715,none,for free,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (new),0.06289204357873886,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,guarantor,0.3333333333333333,real estate,0.21428571428571425,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.02426543413667877,... < 100 DM,>= 7 years,1.0,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.28571428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.16176470588235292,critical account/ other credits existing (not at this bank),car (new),0.2638384505337295,unknown/ no savings account,>= 7 years,0.0,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.7142857142857144,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),furniture/equipment,0.10311433916584131,... < 100 DM,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,real estate,0.0892857142857143,none,rent,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.10806646858149004,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.6666666666666667,building society savings agreement/ life insurance,0.0892857142857143,none,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.25,critical account/ other credits existing (not at this bank),car (new),0.6839440959612633,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.19642857142857145,none,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (new),0.12176735996478487,100 <= ... < 500 DM,4 <= ... < 7 years,1.0,male : married/widowed,none,0.6666666666666667,building society savings agreement/ life insurance,0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.049796412457356665,... < 100 DM,>= 7 years,0.6666666666666667,male : married/widowed,guarantor,0.6666666666666667,real estate,0.37499999999999994,bank,own,0.3333333333333333,unskilled - resident,0.0,none,yes
... < 0 DM,0.38235294117647056,existing credits paid back duly till now,furniture/equipment,0.1572576207769341,... < 100 DM,< 1 year,0.3333333333333333,male : divorced/separated,none,1.0,building society savings agreement/ life insurance,0.21428571428571425,none,own,0.0,unskilled - resident,0.0,none,yes
no checking account,0.08823529411764706,existing credits paid back duly till now,car (used),0.145867723120942,unknown/ no savings account,< 1 year,0.0,female : divorced/separated/married,none,1.0,real estate,0.21428571428571425,none,rent,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,critical account/ other credits existing (not at this bank),furniture/equipment,0.18526466380543635,... < 100 DM,>= 7 years,0.0,male : single,none,1.0,"car or other, not in attribute 6",0.16071428571428575,none,rent,0.6666666666666667,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.07730824254429404,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,real estate,0.7857142857142858,none,own,0.3333333333333333,unskilled - resident,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (used),0.14097061736546715,unknown/ no savings account,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,real estate,0.125,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.47058823529411764,critical account/ other credits existing (not at this bank),education,0.4300099042588313,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,female : divorced/separated/married,none,0.3333333333333333,unknown / no property,0.10714285714285715,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.25,critical account/ other credits existing (not at this bank),car (used),0.16644657202597118,... < 100 DM,>= 7 years,0.0,male : single,none,1.0,"car or other, not in attribute 6",0.30357142857142855,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.10856168152305491,100 <= ... < 500 DM,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.5892857142857142,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.1176470588235294,critical account/ other credits existing (not at this bank),car (new),0.06767910201386595,500 <= ... < 1000 DM,unemployed,0.3333333333333333,male : single,none,1.0,unknown / no property,0.8392857142857144,bank,for free,0.6666666666666667,unemployed/ unskilled - non-resident,0.0,none,yes
... < 0 DM,0.2941176470588235,existing credits paid back duly till now,car (new),0.06168152305491362,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,real estate,0.10714285714285715,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.47058823529411764,critical account/ other credits existing (not at this bank),car (new),0.18075272367117862,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.32142857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.17932210850665786,... < 100 DM,4 <= ... < 7 years,1.0,female : divorced/separated/married,guarantor,0.0,real estate,0.10714285714285715,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.47058823529411764,critical account/ other credits existing (not at this bank),car (used),0.3004842082095301,>= 1000 DM,>= 7 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.33928571428571425,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,existing credits paid back duly till now,repairs,0.1992956971497744,... < 100 DM,unemployed,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.8571428571428572,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.5147058823529411,critical account/ other credits existing (not at this bank),radio/television,0.25767580059425554,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,guarantor,0.3333333333333333,real estate,0.10714285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),car (new),0.09298998569384835,>= 1000 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.7321428571428572,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,no credits taken/ all credits paid back duly,retraining,0.06382744580169472,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,real estate,0.21428571428571425,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.03224386486189061,100 <= ... < 500 DM,< 1 year,1.0,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.07142857142857145,bank,own,0.0,unskilled - resident,0.0,none,yes
0 <= ... < 200 DM,0.23529411764705882,existing credits paid back duly till now,car (used),0.3421371189611533,unknown/ no savings account,unemployed,0.0,male : divorced/separated,none,1.0,real estate,0.7321428571428572,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.20588235294117646,existing credits paid back duly till now,business,0.09304500935402223,>= 1000 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.28571428571428575,none,own,0.0,unskilled - resident,0.0,"yes, registered under the customers name",yes
no checking account,0.2647058823529412,existing credits paid back duly till now,radio/television,0.1334323759216463,500 <= ... < 1000 DM,>= 7 years,0.6666666666666667,male : single,none,1.0,"car or other, not in attribute 6",0.37499999999999994,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.6470588235294117,critical account/ other credits existing (not at this bank),car (used),0.1376141740948608,unknown/ no savings account,>= 7 years,1.0,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.33928571428571425,none,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.6470588235294117,delay in paying off in the past,education,0.32871134587872786,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.5535714285714286,none,for free,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.5294117647058824,critical account/ other credits existing (not at this bank),education,0.3162759986794322,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,0.6666666666666667,unknown / no property,0.14285714285714285,bank,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.25,existing credits paid back duly till now,business,0.05161219324309453,... < 100 DM,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.35714285714285715,none,own,0.0,skilled employee / official,1.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (used),0.3336084516342027,unknown/ no savings account,>= 7 years,0.6666666666666667,male : single,none,1.0,"car or other, not in attribute 6",0.39285714285714285,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes
no checking account,0.029411764705882346,critical account/ other credits existing (not at this bank),furniture/equipment,0.0534279740288324,unknown/ no savings account,1 <= ... < 4 years,0.0,male : married/widowed,none,0.3333333333333333,building society savings agreement/ life insurance,0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... >= 200 DM / salary assignments for at least 1 year,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.14537251017937713,... < 100 DM,>= 7 years,0.6666666666666667,male : divorced/separated,none,1.0,unknown / no property,0.5714285714285714,none,for free,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,furniture/equipment,0.15472653240893586,500 <= ... < 1000 DM,>= 7 years,1.0,male : single,none,0.6666666666666667,unknown / no property,0.23214285714285715,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.07352941176470588,existing credits paid back duly till now,furniture/equipment,0.11285352701661715,100 <= ... < 500 DM,< 1 year,0.3333333333333333,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.0535714285714286,none,rent,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,car (used),0.39952679652250467,unknown/ no savings account,>= 7 years,0.0,male : single,none,1.0,building society savings agreement/ life insurance,0.5714285714285714,none,for free,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),furniture/equipment,0.055463849455265765,... < 100 DM,< 1 year,0.3333333333333333,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.0535714285714286,none,rent,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.2941176470588235,delay in paying off in the past,car (new),0.02569604930119952,unknown/ no savings account,>= 7 years,1.0,male : married/widowed,none,1.0,"car or other, not in attribute 6",0.625,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.07352941176470588,existing credits paid back duly till now,car (new),0.07147573456586331,unknown/ no savings account,< 1 year,1.0,male : single,none,0.3333333333333333,real estate,0.28571428571428575,none,own,0.0,unemployed/ unskilled - non-resident,0.0,none,yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),education,0.07411687025420931,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,unknown / no property,0.625,none,for free,0.3333333333333333,skilled employee / official,1.0,none,yes
0 <= ... < 200 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),radio/television,0.08501155496863651,... < 100 DM,>= 7 years,0.6666666666666667,female : divorced/separated/married,guarantor,1.0,real estate,0.5178571428571428,bank,rent,0.3333333333333333,unskilled - resident,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.23529411764705882,critical account/ other credits existing (not at this bank),furniture/equipment,0.2213051612193243,... < 100 DM,>= 7 years,0.0,female : divorced/separated/married,none,1.0,building society savings agreement/ life insurance,0.0892857142857143,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.03994717728623308,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.28571428571428575,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.1176470588235294,existing credits paid back duly till now,car (new),0.39738087377572356,unknown/ no savings account,unemployed,0.0,female : divorced/separated/married,none,0.3333333333333333,real estate,0.0892857142857143,none,rent,0.0,unemployed/ unskilled - non-resident,0.0,none,yes
... < 0 DM,0.47058823529411764,existing credits paid back duly till now,car (new),0.49636843842852424,... < 100 DM,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.0,"car or other, not in attribute 6",0.0892857142857143,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.029411764705882346,existing credits paid back duly till now,radio/television,0.01870804445911742,... < 100 DM,< 1 year,0.6666666666666667,male : married/widowed,none,0.6666666666666667,real estate,0.125,none,own,0.0,unskilled - resident,0.0,none,no
no checking account,0.1176470588235294,critical account/ other credits existing (not at this bank),radio/television,0.037416088918234836,unknown/ no savings account,>= 7 years,1.0,male : single,none,1.0,real estate,0.8214285714285714,none,own,1.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.5588235294117647,all credits at this bank paid back duly,car (used),0.49702872235061074,... < 100 DM,unemployed,0.0,male : single,none,0.3333333333333333,unknown / no property,0.6428571428571428,bank,for free,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.16176470588235292,no credits taken/ all credits paid back duly,car (new),0.08407615274568064,... < 100 DM,< 1 year,0.3333333333333333,female : divorced/separated/married,none,0.0,real estate,0.125,none,rent,0.3333333333333333,unemployed/ unskilled - non-resident,0.0,none,yes
0 <= ... < 200 DM,0.058823529411764705,existing credits paid back duly till now,business,0.03615054473423572,... < 100 DM,< 1 year,0.6666666666666667,male : married/widowed,none,0.3333333333333333,real estate,0.125,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.029411764705882346,existing credits paid back duly till now,radio/television,0.012875536480686695,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : married/widowed,guarantor,0.6666666666666667,real estate,0.16071428571428575,bank,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.47058823529411764,critical account/ other credits existing (not at this bank),car (used),0.5160669087707714,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.0892857142857143,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.6470588235294117,existing credits paid back duly till now,domestic appliances,0.15412127214702323,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,1.0,"car or other, not in attribute 6",0.625,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.6470588235294117,existing credits paid back duly till now,car (new),0.20254209310003302,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,unknown / no property,0.48214285714285715,none,for free,0.0,skilled employee / official,1.0,none,yes
0 <= ... < 200 DM,0.47058823529411764,delay in paying off in the past,car (new),0.39517992736876856,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,female : divorced/separated/married,none,0.3333333333333333,building society savings agreement/ life insurance,0.625,none,rent,0.0,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,existing credits paid back duly till now,domestic appliances,0.05986574226917574,500 <= ... < 1000 DM,1 <= ... < 4 years,0.0,male : divorced/separated,none,1.0,real estate,0.7678571428571428,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.029411764705882346,critical account/ other credits existing (not at this bank),radio/television,0.07175085286673269,... < 100 DM,4 <= ... < 7 years,0.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.0892857142857143,none,rent,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.47058823529411764,existing credits paid back duly till now,others,0.8587542643336634,... < 100 DM,unemployed,0.3333333333333333,male : divorced/separated,co-applicant,0.6666666666666667,"car or other, not in attribute 6",0.42857142857142855,none,own,0.0,management/ self-employed/ highly qualified employee/ officer,0.0,none,yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,radio/television,0.06025090789039286,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,none,0.6666666666666667,real estate,0.125,bank,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,car (new),0.04682513480796743,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : married/widowed,none,0.3333333333333333,real estate,0.14285714285714285,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.1176470588235294,existing credits paid back duly till now,radio/television,0.15219544404093763,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : married/widowed,none,0.0,"car or other, not in attribute 6",0.0892857142857143,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.47058823529411764,existing credits paid back duly till now,furniture/equipment,0.1354682513480797,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.39285714285714285,bank,own,0.0,skilled employee / official,1.0,none,yes
... < 0 DM,0.058823529411764705,critical account/ other credits existing (not at this bank),car (new),0.026466380543633764,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.49999999999999994,none,own,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.20588235294117646,critical account/ other credits existing (not at this bank),furniture/equipment,0.19423352041377795,... < 100 DM,< 1 year,0.6666666666666667,male : divorced/separated,none,0.3333333333333333,"car or other, not in attribute 6",0.28571428571428575,none,own,0.3333333333333333,management/ self-employed/ highly qualified employee/ officer,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.25,critical account/ other credits existing (not at this bank),car (new),0.07439198855507868,... < 100 DM,>= 7 years,1.0,male : married/widowed,none,0.6666666666666667,"car or other, not in attribute 6",0.19642857142857145,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,critical account/ other credits existing (not at this bank),car (new),0.20446792120611865,... < 100 DM,>= 7 years,0.0,female : divorced/separated/married,none,1.0,real estate,0.25000000000000006,bank,rent,0.6666666666666667,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.20588235294117646,no credits taken/ all credits paid back duly,business,0.21541762958071972,... < 100 DM,1 <= ... < 4 years,0.3333333333333333,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.30357142857142855,stores,own,0.3333333333333333,skilled employee / official,1.0,none,yes
... < 0 DM,0.47058823529411764,existing credits paid back duly till now,car (used),0.44486629250577747,unknown/ no savings account,>= 7 years,0.6666666666666667,male : single,none,1.0,unknown / no property,0.49999999999999994,none,for free,0.0,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.6470588235294117,delay in paying off in the past,business,0.3538571585781886,unknown/ no savings account,1 <= ... < 4 years,1.0,male : single,none,1.0,unknown / no property,0.33928571428571425,none,for free,0.0,skilled employee / official,1.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,delay in paying off in the past,business,0.11692527786948388,500 <= ... < 1000 DM,1 <= ... < 4 years,1.0,male : single,none,0.3333333333333333,"car or other, not in attribute 6",0.44642857142857145,none,own,0.3333333333333333,skilled employee / official,1.0,"yes, registered under the customers name",yes
... < 0 DM,0.20588235294117646,existing credits paid back duly till now,car (new),0.05315285572796302,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,0.6666666666666667,"car or other, not in attribute 6",0.07142857142857145,none,rent,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... < 0 DM,0.6029411764705882,no credits taken/ all credits paid back duly,business,0.6364036535710355,... < 100 DM,>= 7 years,0.3333333333333333,male : single,none,1.0,"car or other, not in attribute 6",0.17857142857142855,none,rent,0.3333333333333333,skilled employee / official,0.0,none,yes
0 <= ... < 200 DM,0.2941176470588235,existing credits paid back duly till now,radio/television,0.2659843732805106,unknown/ no savings account,>= 7 years,0.3333333333333333,female : divorced/separated/married,none,1.0,"car or other, not in attribute 6",0.41071428571428575,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
... >= 200 DM / salary assignments for at least 1 year,0.16176470588235292,existing credits paid back duly till now,radio/television,0.11428414218113787,... < 100 DM,< 1 year,0.3333333333333333,female : divorced/separated/married,none,0.6666666666666667,real estate,0.10714285714285715,none,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.1176470588235294,no credits taken/ all credits paid back duly,car (new),0.045779685264663805,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.5178571428571428,bank,own,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.1176470588235294,existing credits paid back duly till now,radio/television,0.034995047870584356,unknown/ no savings account,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,0.3333333333333333,"car or other, not in attribute 6",0.035714285714285754,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.0,existing credits paid back duly till now,furniture/equipment,0.01931330472103004,... < 100 DM,< 1 year,0.0,female : divorced/separated/married,none,0.6666666666666667,real estate,0.07142857142857145,none,rent,0.0,unskilled - resident,1.0,none,yes
... < 0 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),car (used),0.148949048090679,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.7857142857142858,none,own,0.3333333333333333,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.12991086167051832,... < 100 DM,>= 7 years,1.0,male : married/widowed,co-applicant,0.6666666666666667,real estate,0.48214285714285715,none,own,0.3333333333333333,skilled employee / official,0.0,none,yes
... < 0 DM,0.47058823529411764,existing credits paid back duly till now,furniture/equipment,0.2712116209970287,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,0.3333333333333333,building society savings agreement/ life insurance,0.17857142857142855,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.25,delay in paying off in the past,car (used),0.1509298998569385,... < 100 DM,1 <= ... < 4 years,0.6666666666666667,male : single,none,0.3333333333333333,real estate,0.16071428571428575,stores,own,0.3333333333333333,unskilled - resident,0.0,none,yes
no checking account,0.20588235294117646,existing credits paid back duly till now,repairs,0.09315505667436998,... < 100 DM,< 1 year,1.0,female : divorced/separated/married,none,1.0,real estate,0.07142857142857145,none,own,0.0,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,all credits at this bank paid back duly,business,0.07202597116760207,... < 100 DM,4 <= ... < 7 years,1.0,male : single,none,1.0,"car or other, not in attribute 6",0.5535714285714286,bank,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.20588235294117646,existing credits paid back duly till now,furniture/equipment,0.17453505007153078,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,building society savings agreement/ life insurance,0.49999999999999994,bank,own,0.6666666666666667,skilled employee / official,1.0,"yes, registered under the customers name",yes
0 <= ... < 200 DM,0.25,existing credits paid back duly till now,furniture/equipment,0.2050181578078574,unknown/ no savings account,4 <= ... < 7 years,0.3333333333333333,male : single,none,0.6666666666666667,"car or other, not in attribute 6",0.28571428571428575,none,own,0.0,skilled employee / official,0.0,"yes, registered under the customers name",yes
no checking account,0.20588235294117646,existing credits paid back duly till now,car (new),0.3582590513920986,unknown/ no savings account,1 <= ... < 4 years,0.3333333333333333,male : single,none,1.0,"car or other, not in attribute 6",0.875,none,rent,0.3333333333333333,skilled employee / official,0.0,none,yes
no checking account,0.2941176470588235,existing credits paid back duly till now,car (new),0.05496863651370089,... < 100 DM,< 1 year,1.0,male : married/widowed,none,0.3333333333333333,real estate,0.16071428571428575,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.07352941176470588,existing credits paid back duly till now,radio/television,0.06129635743369649,... < 100 DM,4 <= ... < 7 years,0.6666666666666667,male : single,none,1.0,real estate,0.7142857142857144,none,own,0.0,skilled employee / official,0.0,none,yes
... < 0 DM,0.1176470588235294,existing credits paid back duly till now,radio/television,0.025255860019808517,... < 100 DM,>= 7 years,1.0,male : single,none,1.0,real estate,0.6785714285714286,stores,own,0.0,unskilled - resident,0.0,none,yes
... < 0 DM,0.23529411764705882,critical account/ other credits existing (not at this bank),car (new),0.10922196544514141,... < 100 DM,1 <= ... < 4 years,1.0,male : married/widowed,guarantor,0.3333333333333333,building society savings agreement/ life insurance,0.25000000000000006,bank,rent,0.3333333333333333,skilled employee / official,0.0,none,no
